date,year,dayofyr,HCS.tempC_mean,HCS.tempC_median,HCS.tempC_min,HCS.tempC_max,HCS.tempC_sd
2016-06-30,2016,182,23.420416666666668,23.310000000000002,22.97,24,0.3324674441945793
2016-07-07,2016,189,23.628333333333334,23.479999999999997,22.47,24.69,0.6900703597817222
2016-07-14,2016,196,24.135416666666668,24.17,23.830000000000002,24.52,0.16808329111968018
2016-07-21,2016,203,23.77625,23.479999999999997,23.14,24.69,0.5264137280157858
2016-07-27,2016,209,24.769166666666667,24.52,24.17,25.56,0.5260510527932881
2016-08-04,2016,217,24.705000000000002,24.52,24.17,25.56,0.5171661914367728
2016-08-10,2016,223,24.780416666666667,24.87,24.52,25.04,0.14624218051683596
2016-08-15,2016,228,25.35333333333333,25.38,25.21,25.56,0.12224944799970133
2016-08-22,2016,235,23.65041666666667,23.66,23.310000000000002,23.830000000000002,0.1580720575001132
2016-08-31,2016,244,23.693333333333335,23.66,23.479999999999997,23.830000000000002,0.13582810961770522
2016-09-07,2016,251,22.285833333333333,22.3,22.130000000000003,22.47,0.13184037339893512
2016-09-14,2016,258,22.201666666666668,22.130000000000003,21.97,22.47,0.12024130328008201
2016-09-21,2016,265,22.08416666666667,22.130000000000003,21.8,22.3,0.15802907455844095
2016-09-28,2016,271,19.465,19.425,19.18,19.830000000000002,0.1762162702846811
2016-10-05,NA,NA,NA,NA,NA,NA,NA
