date,schmidt.stability_mean,schmidt.stability_median,schmidt.stability_min,schmidt.stability_max,schmidt.stability_sd,schmidt.stability_mean_lag,schmidt.stability_median_lag,schmidt.stability_min_lag,schmidt.stability_max_lag,schmidt.stability_sd_lag,schmidt.stability_mean_diff,schmidt.stability_median_diff,schmidt.stability_min_diff,schmidt.stability_max_diff,schmidt.stability_sd_diff
2014-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,329.3836123992528,333.77723467747444,300.2016267801365,344.4426330415482,11.93992555521734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-19,332.2622733426902,325.52111043750176,308.95407060100445,373.7208226335017,16.687512349870985,329.3836123992528,333.77723467747444,300.2016267801365,344.4426330415482,11.93992555521734,2.87866094343741,-8.256124239972678,8.752443820867938,29.278189591953492,4.747586794653646
2014-06-26,NA,NA,NA,NA,NA,332.2622733426902,325.52111043750176,308.95407060100445,373.7208226335017,16.687512349870985,NA,NA,NA,NA,NA
2014-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-23,499.6949829988436,502.31378843393793,466.3915872122966,526.1839608528097,15.122047376876276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-07-30,447.73774101087236,443.07372676107093,423.56344195650763,483.0735468333741,14.177090223514565,499.6949829988436,502.31378843393793,466.3915872122966,526.1839608528097,15.122047376876276,-51.95724198797126,-59.240061672867,-42.82814525578897,-43.11041401943561,-0.9449571533617114
2014-08-06,490.9399030877967,491.2164229848179,440.2920740323013,522.3481807791511,17.169147818195146,447.73774101087236,443.07372676107093,423.56344195650763,483.0735468333741,14.177090223514565,43.20216207692437,48.14269622374695,16.728632075793655,39.274633945777,2.992057594680581
2014-08-12,453.6716421420714,454.58708722226163,423.17730830097895,496.20668730306625,17.4308882793043,473.1372218228416,471.25334411263736,443.1264514731288,512.4385019501879,17.945887340193618,-19.46557968077019,-16.666256890375735,-19.94914317214983,-16.23181464712161,-0.5149990608893198
2014-08-20,312.68106802039097,313.1834707906721,261.58488427912863,361.7100417385801,20.66850544243181,392.2910718967044,405.6133850019953,256.9242424379227,448.28511500342034,41.28235657839178,-79.61000387631344,-92.4299142113232,4.660641841205916,-86.57507326484023,-20.613851135959965
2014-08-27,306.17451705323566,311.578236749544,207.52165825132138,372.84471165024513,36.25142140148817,312.68106802039097,313.1834707906721,261.58488427912863,361.7100417385801,20.66850544243181,-6.506550967155306,-1.605234041128142,-54.06322602780725,11.134669911665014,15.582915959056361
