date,AveWindDir_deg,AveWindSp_ms_mean,AveWindDir_cove_mean,AveWindSp_ms_median,AveWindDir_cove_median,AveWindSp_ms_min,AveWindSp_ms_max,AveWindSp_ms_sd
2011-07-07,261.19652777777776,3.040277777777778,0.8333333333333334,3.0166666666666666,1,1.0833333333333333,5.333333333333333,1.0922312033678152
2011-07-14,265.82986111111114,3.8465277777777778,0.7916666666666666,3.7,1,0.9,7.45,1.7099522492885644
2011-07-21,242.30625,4.444444444444445,1,4.675,1,1.4166666666666667,7.116666666666666,1.6638430187317212
2011-07-28,212.84305555555557,1.91875,0.625,1.775,1,0.5333333333333333,3.5,0.7755987635556064
2011-08-04,134.1,2.0409722222222224,0.08333333333333333,1.9166666666666665,0,0.6166666666666667,4.733333333333333,1.0283068392831909
2011-08-11,253.10694444444445,4.288194444444445,1,4.316666666666666,1,2.1666666666666665,6.45,1.1098208843458088
2011-08-18,219.26527777777778,3.1527777777777777,0.7916666666666666,3.783333333333333,1,0.7666666666666666,4.966666666666667,1.520199474155886
2011-08-25,222.1486111111111,4.7555555555555555,1,4.816666666666666,1,2.216666666666667,7.633333333333334,1.5136709278898133
2011-09-01,131.28680555555556,3.3451388888888887,0.041666666666666664,3.4333333333333336,0,1.1166666666666667,5.4,1.2357348257540208
2011-09-08,185.86944444444444,2.015972222222222,0.625,1.8916666666666666,1,1.1833333333333333,3.7666666666666666,0.6327510512947835
2011-09-15,250.80069444444445,3.435416666666667,0.75,3.2083333333333335,1,1.1333333333333333,5.95,1.4345151220066314
2011-09-22,129.55972222222223,1.7479166666666668,0.08333333333333333,1.5916666666666668,0,0.7666666666666667,3.9833333333333334,0.7785982775332718
2011-09-29,132.82708333333335,4.116666666666666,0.25,4.116666666666666,0,2.1833333333333336,5.966666666666667,0.8885068623507892
2011-10-06,291.50555555555553,4.879861111111111,0.9583333333333334,4.875,1,1.9166666666666667,8.016666666666667,1.7076623225598495
2012-05-24,133.02430555555554,2.7805555555555554,0.041666666666666664,2.916666666666667,0,0.6833333333333333,4.433333333333334,1.1276462882343736
2012-05-31,280.95625,3.9027777777777777,0.9583333333333334,4.116666666666666,1,2.1333333333333333,5.85,1.1088866622110798
2012-06-07,221.4736111111111,2.436111111111111,0.75,2.183333333333333,1,0.9,5.266666666666667,1.1581747536811584
2012-06-14,238.44722222222222,1.9229166666666666,0.7916666666666666,1.7416666666666667,1,0.5666666666666667,3.916666666666667,0.8940059724319304
2012-06-21,265.95902777777775,2.609027777777778,1,2.8666666666666667,1,0.7833333333333333,4.733333333333333,0.9932499134151459
2012-06-28,240.84375,3.28125,0.8333333333333334,3.5666666666666664,1,0.9833333333333334,6.366666666666667,1.3554088505590898
2012-07-05,288.72777777777776,3.9291666666666667,1,3.666666666666667,1,1.55,6.8,1.6906266882531509
2012-07-12,222.56944444444446,2.15625,0.7083333333333334,1.8833333333333333,1,0.8666666666666667,3.8333333333333335,0.9076541470872248
2012-07-19,261.50208333333336,3.3625,0.8333333333333334,2.6833333333333336,1,1.9333333333333333,6.266666666666667,1.380210811455254
2012-07-26,134.0298611111111,1.8875,0.2916666666666667,1.8916666666666666,0,0.6333333333333333,3.4833333333333334,0.7040985946001274
2012-08-02,233.72222222222223,2.1743055555555557,0.9166666666666666,1.95,1,0.95,4.533333333333333,0.9745676505379399
2012-08-09,176.38055555555556,2.1861111111111113,0.5,2.1333333333333333,0.5,0.9833333333333334,3.8333333333333335,0.7875950470464153
2012-08-16,289.04583333333335,3.185416666666667,1,2.8333333333333335,1,1.2833333333333332,5.533333333333333,1.2398896680305425
2012-08-23,253.34097222222223,2.4854166666666666,0.9166666666666666,2.283333333333333,1,0.9166666666666667,5.133333333333333,1.1528196110214102
2012-08-30,255.1472222222222,4.428472222222222,1,4.775,1,2.15,6.866666666666666,1.3798102436109072
2012-09-06,219.28472222222223,2.079861111111111,0.75,2.0166666666666666,1,0.75,4.683333333333334,0.8343758575477931
2012-09-13,236.48194444444445,2.4902777777777776,0.875,2.6500000000000004,1,1.3,3.8166666666666664,0.7693857997498282
2012-09-20,135.70694444444445,3.2152777777777777,0.08333333333333333,3.1666666666666665,0,0.8333333333333334,5.55,1.344984570307009
2012-09-27,269.3701388888889,3.6534722222222222,0.875,4.016666666666667,1,1.3,5.816666666666666,1.3134751189435359
2012-10-05,251.40833333333333,2.6291666666666664,1,2.533333333333333,1,1.2166666666666668,4.05,0.6546978135393
2013-05-23,133.96979166666668,3.824861111111111,0.4583333333333333,3.645833333333333,0,2.3266666666666667,6.571666666666667,1.1730533176933473
2013-05-30,259.45994444444443,2.9819444444444443,1,2.9391666666666665,1,0.9166666666666666,5.423333333333333,1.3640033847078106
2013-06-06,142.47604166666667,3.302361111111111,0.125,3.9325,0,1.0883333333333334,5.395,1.4578950411074414
2013-06-13,183.46625,2.4209027777777776,0.375,2.4983333333333335,0,0.5816666666666667,4.29,0.9605221983476063
2013-06-20,247.11284722222223,1.8269444444444445,0.875,1.7441666666666666,1,0.7866666666666667,3.663333333333333,0.6148994785817145
2013-06-27,124.315625,3.228472222222222,0.041666666666666664,3.4916666666666667,0,1.36,4.911666666666666,1.019114055507059
2013-07-03,191.79720138888888,2.941597222222222,0.6666666666666666,2.84,1,1.2333333333333334,4.535,1.0304846755121486
2013-07-11,274.842875,3.4688194444444442,0.9583333333333334,3.348333333333333,1,1.8450000000000002,4.968333333333334,0.9885646256681367
2013-07-18,243.69505555555557,2.8997916666666668,0.875,3.006666666666667,1,1.3233333333333333,5.135,0.9479939807616853
2013-07-25,174.9226875,2.1953472222222223,0.5,2.0075,0.5,0.91,3.5766666666666667,0.606338695223455
2013-08-01,148.1352222222222,3.0309027777777775,0.4166666666666667,3.2424999999999997,0,0.7066666666666668,5.751666666666666,1.673059693773401
2013-08-08,190.70909722222223,3.297708333333333,0.625,3.38,1,2.1816666666666666,4.858333333333333,0.6866872116843455
2013-08-15,259.02986111111113,4.165625,1,4.186666666666667,1,1.8766666666666667,6.168333333333333,1.1113583337585105
2013-08-22,264.1951388888889,3.2910416666666666,1,3.1866666666666665,1,1.525,5.085,0.8504428815662832
2013-08-29,121.2870138888889,3.3418055555555557,0.041666666666666664,3.7091666666666665,0,1.4466666666666668,4.805,0.9513417827472123
2013-09-05,301.89033333333333,4.068263888888889,1,4.213333333333333,1,2.3433333333333333,5.961666666666667,1.2101178206667853
2013-09-11,235.43101388888888,3.2470138888888886,0.9166666666666666,3.3133333333333335,1,1.1116666666666668,5.4783333333333335,1.2080221967406208
2013-09-18,264.2652777777778,2.5843055555555554,1,2.6641666666666666,1,1.3966666666666667,3.466666666666667,0.5201987535127316
2013-09-25,242.3705,3.8716231884057972,0.782608695652174,3.841666666666667,1,1.8800000000000001,7.258333333333333,1.1839542088825843
2013-10-02,263.26909722222223,3.6136805555555553,0.9583333333333334,3.0275,1,0.9616666666666667,7.016666666666667,1.8281972839323046
2014-05-29,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-05,NA,NA,NA,NA,NA,NA,NA,NA
2014-06-12,103.6825,3.4698611111111113,0,3.7716666666666665,0,1.3033333333333335,5.261666666666667,1.2157284368003771
2014-06-19,297.8534722222222,4.0940972222222225,1,3.9241666666666664,1,1.6866666666666668,6.7316666666666665,1.3764697001923085
2014-06-26,224.60436805555554,3.1815277777777777,0.7083333333333334,3.163333333333333,1,0.6483333333333333,5.79,1.5375087224658646
2014-07-02,225.01002083333333,3.252361111111111,0.875,3.138333333333333,1,1.24,5.7283333333333335,1.185712134076113
2014-07-09,232.67718055555557,4.016944444444444,0.9166666666666666,3.994999999999999,1,1.7466666666666666,7.1033333333333335,1.4766136401205348
2014-07-17,269.1958333333333,3.1235416666666667,1,2.9741666666666666,1,1.52,4.85,0.8336676593849301
2014-07-23,243.9388888888889,3.796736111111111,1,3.9358333333333335,1,1.5899999999999999,5.413333333333334,1.194624481572609
2014-07-30,218.1117361111111,1.8629166666666668,0.625,1.7108333333333334,1,1.0250000000000001,3.0716666666666668,0.6284093964647707
2014-08-06,299.57708333333335,3.4651388888888888,1,3.0999999999999996,1,1.3616666666666668,5.545,1.3309213615734143
2014-08-12,147.67628472222222,3.861511111111111,0.16666666666666666,4.386666666666667,0,0.7733333333333334,6.786666666666666,1.7953818215322799
2014-08-20,133.98714583333333,1.9899305555555555,0.16666666666666666,1.7683333333333333,0,0.6016666666666667,4.091666666666667,0.9212856590109252
2014-08-27,264.2034027777778,3.4251388888888887,1,3.3825,1,1.25,5.0616666666666665,0.9929653433569021
2014-09-04,232.03381944444445,2.109166666666667,0.8333333333333334,2.105833333333333,1,1.0283333333333333,4.121666666666666,0.9367690387091462
2014-09-10,138.31458333333333,2.575833333333333,0.08333333333333333,2.5666666666666664,0,1.2133333333333334,3.7016666666666667,0.8097696040196883
2014-09-17,257.34027777777777,2.0728472222222223,0.9583333333333334,1.9641666666666668,1,0.9266666666666667,3.1716666666666664,0.6910582235946154
2014-09-25,208.04015972222223,1.521388888888889,0.6666666666666666,1.4025,1,0.9333333333333335,2.3716666666666666,0.4121689614927783
2014-10-03,141.5931111111111,2.826388888888889,0.20833333333333334,2.424166666666667,0,1.2750000000000001,4.793333333333334,1.2567202605212142
2014-10-10,263.31597222222223,3.472986111111111,1,3.216666666666667,1,1.4733333333333334,5.885,1.530493824758793
2015-05-21,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-28,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,104.34469444444444,0.7996527777777778,0.16666666666666666,0.7983333333333333,0,0.5083333333333334,1.1733333333333333,0.15182145244299358
2015-06-11,264.8723188405797,4.016637681159421,1,3.5916666666666663,1,0.4083333333333333,7.921666666666667,2.7704160171736953
2015-06-19,290.0992361111111,3.605486111111111,1,3.341666666666667,1,1.4400000000000002,6.803333333333334,1.5494107091705644
2015-06-25,291.55833333333334,2.787361111111111,1,2.4825,1,1.2,4.505,1.1604568603781493
2015-07-02,249.54083333333332,3.5993055555555555,0.9166666666666666,3.6900000000000004,1,1.0366666666666668,6.626666666666667,1.553768903652706
2015-07-09,163.19368055555555,2.317013888888889,0.25,2.118333333333333,0,1.2316666666666667,3.6916666666666664,0.7621595587771807
2015-07-16,279.49079861111113,3.1349305555555556,0.9166666666666666,2.6525,1,1.1483333333333334,5.7,1.520890636535424
2015-07-23,281.13194444444446,3.547152777777778,1,3.3925,1,1.6216666666666666,6.301666666666667,0.959469393314307
2015-07-30,237.1664375,3.175763888888889,1,3.2625,1,0.925,5.99,1.488187058002278
2015-08-06,285.22291666666666,3.694444444444444,1,3.5391666666666666,1,1.305,5.668333333333333,1.1398448562397852
2015-08-13,257.178125,3.1195138888888887,0.9166666666666666,3.0266666666666664,1,1.0333333333333334,5.116666666666666,1.1597486899985276
2015-08-20,141.73680555555555,4.918055555555555,0.08333333333333333,5.195833333333334,0,2.065,6.801666666666667,1.515986124325199
2015-08-25,130.4232638888889,2.776944444444444,0.041666666666666664,2.5541666666666663,0,0.8433333333333334,6.988333333333333,1.4316119311521085
2015-09-03,273.7622777777778,2.6586805555555557,0.9166666666666666,2.5858333333333334,1,1.8450000000000002,4.078333333333333,0.6559114282668651
2015-09-10,183.91875,2.371111111111111,0.5,2.2666666666666666,0.5,1.1733333333333333,4.951666666666666,0.9262230022621358
2015-09-17,234.55377361111113,2.255733333333333,0.875,2.466666666666667,1,0.8726,3.493333333333333,0.9482972323940334
2015-09-24,282.67298611111113,3.284375,0.9583333333333334,3.0324999999999998,1,1.3,5.795,1.4170792930623488
2015-10-02,148.62625694444444,4.533194444444445,0.375,4.5649999999999995,0,3.5716666666666663,5.415000000000001,0.5916838978235248
2016-05-26,224.1198611111111,2.414722222222222,0.7916666666666666,2.3441666666666667,1,1.3483333333333334,4.013333333333334,0.6876850943927166
2016-06-03,146.48836805555555,2.819375,0.25,2.658333333333333,0,0.895,5.7316666666666665,1.1713180375322105
2016-06-09,294.35277777777776,6.203194444444445,1,6.153333333333334,1,3.9883333333333333,8.698333333333334,1.376984813982641
2016-06-16,137.5457638888889,1.937586111111111,0.125,1.5725,0,0.4783333333333334,4.1,1.071518340848423
2016-06-23,252.329375,2.3069444444444445,0.9166666666666666,2.34,1,1.0366666666666666,3.745,0.7795820859046506
2016-06-30,246.36626388888888,2.51375,0.8333333333333334,2.5683333333333334,1,1.08,4.2749999999999995,0.9584246648350881
2016-07-07,129.96666666666667,3.0214583333333334,0.125,3.098333333333333,0,1.2166666666666668,4.796666666666667,1.0415101114238245
2016-07-14,223.29097222222222,4.2844444444444445,1,4.27,1,1.1166666666666667,6.178333333333333,1.5259761005930992
2016-07-21,250.36340277777776,2.636458333333333,0.9583333333333334,2.375,1,1.155,4.77,1.0444375682333522
2016-07-27,253.69584722222223,2.113402777777778,0.875,2.24,1,0.7083333333333334,3.015,0.7934882139593703
2016-08-04,246.86277777777778,1.9427083333333333,0.9166666666666666,2.03,1,1.0116666666666667,2.8049999999999997,0.4494311521326112
2016-08-10,227.89859722222224,2.242638888888889,0.875,2.220833333333333,1,0.8350000000000001,3.71,0.8104114057303501
2016-08-15,291.96666666666664,2.813611111111111,1,2.7199999999999998,1,1.04,5.095,1.0766412778747767
2016-08-22,295.58958333333334,4.683194444444444,1,4.480833333333333,1,2.295,7.928333333333334,1.6286891172782916
2016-08-31,254.72222222222223,3.0530555555555554,1,3.3116666666666665,1,1.05,4.4366666666666665,0.9475122099919008
2016-09-07,119.153375,2.598472222222222,0.08333333333333333,2.4091666666666667,0,1.31,4.071666666666666,0.8656836560958985
2016-09-14,270.9429861111111,4.1375,1,4.1258333333333335,1,1.6483333333333334,7.496666666666667,1.8318729361247412
2016-09-21,274.67083333333335,2.669652777777778,1,2.6216666666666666,1,1.5816666666666666,4.221666666666667,0.6802952930816514
2016-09-28,99.77333333333334,3.8656777777777775,0,3.826666666666666,0,2.658333333333333,5.26,0.8107540600935231
2016-10-05,155.42577536231883,1.5859420289855073,0.34782608695652173,1.3850000000000002,0,0.7416666666666667,3.2849999999999997,0.7438686797064528
