date,date_3daylag,AveWindDir_deg_3daylag,AveWindSp_ms_mean_3daylag,AveWindDir_cove_mean_3daylag,AveWindSp_ms_median_3daylag,AveWindDir_cove_median_3daylag,AveWindSp_ms_min_3daylag,AveWindSp_ms_max_3daylag,AveWindSp_ms_sd_3daylag
2014-08-12,2014-08-09,281.9167361111111,2.837986111111111,0.875,2.6833333333333336,1,1.2533333333333334,5.18,1.1907108236256168
2014-08-20,2014-08-17,276.16527777777776,3.5766666666666667,1,3.335,1,1.615,6.5183333333333335,1.2868937060332601
2014-08-27,2014-08-24,213.07584722222222,2.042152777777778,0.625,1.7533333333333334,1,0.7933333333333333,3.701666666666666,0.9220501310900379
2014-09-04,2014-09-01,236.31930555555556,2.040625,0.7916666666666666,1.94,1,0.645,3.2666666666666666,0.8550059768274301
2014-09-10,2014-09-07,294.90208333333334,3.2801388888888887,0.9583333333333334,3.0791666666666666,1,1.3583333333333334,6.341666666666667,1.339746525585357
2014-09-17,2014-09-14,307.36636111111113,4.307708333333333,1,4.189166666666667,1,1.6633333333333333,13.348333333333333,2.16501424237486
2014-09-25,2014-09-22,273.04375,5.910347222222222,1,6.063333333333333,1,2.46,8.905,1.9768658390726548
2014-10-03,2014-09-30,105.99104166666667,2.8372916666666663,0,2.9483333333333333,0,1.6483333333333334,3.663333333333333,0.4655122399372555
2014-10-10,2014-10-07,159.92569444444445,4.738402777777778,0.4166666666666667,4.7625,0,2.5166666666666666,6.0633333333333335,0.9717294308372231
2015-05-21,2015-05-18,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-28,2015-05-25,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,2015-06-02,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11,2015-06-08,258.28680555555553,1.0595138888888889,1,1.0458333333333334,1,0.6766666666666666,1.4166666666666667,0.20656874676897988
2015-06-19,2015-06-16,167.38334722222223,1.9693263888888888,0.375,2.0225,0,0.71,3.64,0.8840917696687685
2015-06-25,2015-06-22,254.02852083333335,2.747215277777778,0.7916666666666666,2.175,1,0.9916666666666667,5.403333333333332,1.4101549752766551
2015-07-02,2015-06-29,251.44847222222222,2.7891416666666666,1,2.4000000000000004,1,1.3866666666666667,4.926666666666666,1.0587756991844754
2015-07-09,2015-07-06,193.2536111111111,1.6495833333333334,0.6666666666666666,1.7316666666666667,1,0.6483333333333334,2.7733333333333334,0.5969101701326
2015-07-16,2015-07-13,141.51110416666666,2.8053805555555553,0.125,3.125,0,0.6783333333333335,4.796666666666667,1.4877786889963043
2015-07-23,2015-07-20,258.3831944444444,2.5877777777777777,0.9583333333333334,1.7966666666666666,1,1.0450000000000002,5.35,1.3725587609770822
2015-07-30,2015-07-27,159.22229166666668,2.073541666666667,0.3333333333333333,1.8225,0,0.8083333333333333,6.02,1.1570574573205354
2015-08-06,2015-08-03,196.80409722222223,3.873125,0.8333333333333334,3.293333333333333,1,1.1933333333333334,7.283333333333333,1.9664986609951334
2015-08-13,2015-08-10,202.65833333333333,3.130486111111111,0.75,3.1733333333333333,1,0.825,4.908333333333333,1.287392552541677
2015-08-20,2015-08-17,228.37306944444444,2.0681249999999998,0.7916666666666666,1.715,1,0.6799999999999999,4.095,1.0806105485366573
2015-08-25,2015-08-22,158.81872916666666,2.0565972222222224,0.4166666666666667,2.1083333333333334,0,0.595,2.7316666666666665,0.5868285512745458
2015-09-03,2015-08-31,275.83274305555557,4.095625,1,3.626666666666667,1,1.04,7.071666666666667,1.7459585363773082
2015-09-10,2015-09-07,249.88680555555555,3.7735416666666666,1,3.4558333333333335,1,1.9316666666666666,5.696666666666666,1.0727793953272253
2015-09-17,2015-09-14,248.2826388888889,4.747083333333333,1,4.955833333333333,1,3.006666666666667,6.51,0.9268750743124138
2015-09-24,2015-09-21,169.07899305555554,2.3372916666666668,0.4166666666666667,2.0475000000000003,0,1.285,3.8533333333333335,0.8362916782649853
2015-10-02,2015-09-29,195.69663888888888,2.9752083333333332,0.7083333333333334,3.3491666666666666,1,0.7250000000000001,5.061666666666666,1.4489007421170184
2016-05-26,2016-05-23,186.11254166666666,1.921736111111111,0.5,1.9,0.5,0.8083333333333333,3.2816666666666667,0.768110562059593
2016-06-03,2016-05-31,260.2576388888889,4.027222222222222,0.9583333333333334,3.77,1,1.2283333333333335,7.0616666666666665,2.0359405752047124
2016-06-09,2016-06-06,210.89263888888888,3.6615277777777777,0.7083333333333334,3.4025,1,0.9533333333333334,6.391666666666667,1.9115155681581013
2016-06-16,2016-06-13,298.63680555555555,5.753611111111111,1,5.764166666666666,1,4.216666666666667,7.7,0.8052964267545457
2016-06-23,2016-06-20,244.96458333333334,3.740763888888889,1,3.8208333333333333,1,1.5650000000000002,5.84,1.3730017521448814
2016-06-30,2016-06-27,220.02430555555554,4.243819444444444,0.9583333333333334,4.190833333333333,1,2.5416666666666665,6.703333333333333,1.1758442828778348
2016-07-07,2016-07-04,247.0848611111111,2.4591666666666665,0.9166666666666666,2.693333333333333,1,0.9316666666666666,3.913333333333333,0.973426390230955
2016-07-14,2016-07-11,304.97052777777776,3.2284027777777777,1,3.456666666666666,1,1.0366666666666668,6.015,1.1180343645784871
2016-07-21,2016-07-18,194.44,3.6427277777777776,0.7916666666666666,4.0441666666666665,1,0.7933333333333333,5.64,1.5887459304931721
2016-07-27,2016-07-24,260.9562638888889,3.067986111111111,0.8333333333333334,3.208333333333333,1,1.05,5.346666666666667,1.4552863804331
2016-08-04,2016-08-01,99.62287500000001,2.8891666666666667,0.041666666666666664,2.7,0,1.4300000000000002,7.095,1.2793716377345612
2016-08-10,2016-08-07,274.9880347222222,3.5033333333333334,0.9583333333333334,3.216666666666667,1,1.83,4.903333333333333,0.9464830654780438
2016-08-15,2016-08-12,240.6483263888889,4.035208333333333,0.9583333333333334,4.2425,1,1.1283333333333334,6.27,1.6730875817360609
2016-08-22,2016-08-19,237.32920833333333,2.2049305555555554,0.75,2.1333333333333333,1,1.0833333333333335,4.333333333333333,0.8169305221740593
2016-08-31,2016-08-28,155.81972222222223,2.837152777777778,0.4166666666666667,2.3049999999999997,0,1.115,5.683333333333334,1.389390482493021
2016-09-07,2016-09-04,130.8285625,2.4189583333333333,0.20833333333333334,2.3516666666666666,0,1.155,4.123333333333333,0.7873033551736159
2016-09-14,2016-09-11,239.68368055555555,4.223194444444444,0.75,4.383333333333333,1,1.7833333333333332,7.795,1.7098466550354476
2016-09-21,2016-09-18,234.18333333333334,3.3991666666666664,1,3.2874999999999996,1,1.1400000000000001,6.1033333333333335,1.4534634631277605
2016-09-28,2016-09-25,300.5909722222222,4.2472916666666665,1,3.6416666666666666,1,1.8633333333333333,7.218333333333334,1.786381034686317
2016-10-05,2016-10-02,144.11458333333334,2.86125,0.25,2.9675,0,1.81,4.566666666666666,0.6441843605196917
