date,AveWindSp_ms_mean_in,AveWindSp_ms_median_in,AveWindSp_ms_min_in,AveWindSp_ms_max_in,AveWindSp_ms_sd_in,AveWindSp_ms_mean_1daylag_in,AveWindSp_ms_median_1daylag_in,AveWindSp_ms_min_1daylag_in,AveWindSp_ms_max_1daylag_in,AveWindSp_ms_sd_1daylag_in,AveWindSp_ms_mean_2daylag_in,AveWindSp_ms_median_2daylag_in,AveWindSp_ms_min_2daylag_in,AveWindSp_ms_max_2daylag_in,AveWindSp_ms_sd_2daylag_in,AveWindSp_ms_mean_3daylag_in,AveWindSp_ms_median_3daylag_in,AveWindSp_ms_min_3daylag_in,AveWindSp_ms_max_3daylag_in,AveWindSp_ms_sd_3daylag_in,AveWindSp_ms_mean_1weeklag_in,AveWindSp_ms_median_1weeklag_in,AveWindSp_ms_min_1weeklag_in,AveWindSp_ms_max_1weeklag_in,AveWindSp_ms_sd_1weeklag_in,windsp_cumsum_1day_in,windsp_cumsum_2day_in,AveWindDir_cove_mean,AveWindDir_cove_mean_1daylag,AveWindDir_cove_mean_2daylag,AveWindDir_cove_mean_3daylag,AveWindDir_cove_mean_1weeklag
2009-10-05,4.500090277777778,4.208333333333333,2.3825,6.623333333333333,1.1151909511099884,1.9855,1.8641666666666665,1.1025,3.626666666666667,0.5943249367431781,0,0,0,0,0,2.934631944444444,2.7993333333333332,1.51,3.9881666666666664,0.7058137233200928,3.6206805555555555,3.3946666666666667,1.5833333333333333,5.7091666666666665,1.0588100374717295,108.00216666666665,152.5775,1,0.9166666666666666,0,0.6666666666666666,0.8333333333333334
2010-05-25,2.0724305555555556,1.965,1.2483333333333335,3.3333333333333335,0.6761154639347178,1.8444444444444446,1.8883333333333334,0.9883333333333334,2.6083333333333334,0.542726759008287,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,48.45,83.36666666666667,0.9583333333333334,0.7083333333333334,0.2916666666666667,0.08333333333333333,NA
2010-06-04,1.8225694444444445,1.9333333333333331,0.87,3.3416666666666663,0.5477728246559534,2.743958333333333,2.8075,1.4366666666666668,4.755,0.7892127203708573,2.009097222222222,1.7100000000000002,0.7533333333333334,3.79,0.9555766879544502,3.2088888888888887,3.4483333333333333,0.9983333333333334,5.413333333333333,1.1983736630921569,0,0,0,0,0,27.026666666666667,87.015,0.5416666666666666,0.875,0.75,0.9583333333333334,0.3333333333333333
2010-06-10,0,0,0,0,0,3.3791666666666664,2.7041666666666666,2.0233333333333334,7.025,1.3164317346817853,4.646944444444444,4.6525,1.3550000000000002,6.923333333333333,1.5366745784532299,4.168611111111111,4.330833333333333,1.3350000000000002,6.425,1.4567722631664426,2.743958333333333,2.8075,1.4366666666666668,4.755,0.7892127203708573,0,72.14666666666666,0,0.875,0.9583333333333334,1,0.875
2010-06-15,3.5503472222222223,3.3666666666666667,1.5666666666666669,6.64,1.4835772457958352,2.5414583333333334,2.3916666666666666,0.7616666666666667,4.468333333333333,0.9697426463349813,0,0,0,0,0,0,0,0,0,0,4.646944444444444,4.6525,1.3550000000000002,6.923333333333333,1.5366745784532299,82.70333333333333,131.83166666666665,0.9583333333333334,0.875,0.25,0.4166666666666667,0.9583333333333334
2010-06-24,4.027638888888889,3.9008333333333334,1.3116666666666668,6.588333333333333,1.5781958540638164,3.3879166666666665,3.53,1.1166666666666667,5.923333333333333,1.5657262248270325,2.1747916666666667,2.0666666666666664,0.4766666666666667,3.9516666666666667,0.9545954593135403,3.712847222222222,3.7841666666666667,1.9033333333333333,5.609999999999999,1.1036895172662233,3.620902777777778,3.208333333333333,1.2983333333333333,6.471666666666667,1.586930694385933,92.485,156.79833333333332,0.9166666666666666,0.75,0.7083333333333334,0.9166666666666666,0.9166666666666666
2010-07-01,4.294444444444444,4.130833333333333,2.3666666666666667,6.675,1.3492637701417278,4.410486111111111,4.405833333333334,1.645,6.4,1.4784870742702552,4.400486111111111,4.9625,1.03,6.826666666666666,1.8657991953797899,3.0677777777777777,3.0908333333333333,0.9633333333333334,6.471666666666667,1.3917953743022522,4.027638888888889,3.9008333333333334,1.3116666666666668,6.588333333333333,1.5781958540638164,103.06666666666666,208.91833333333332,1,1,1,0.625,0.9166666666666666
2010-07-08,0,0,0,0,0,0,0,0,0,0,3.057777777777778,2.865,0.7766666666666666,5.931666666666667,1.8057952646527209,2.2227083333333333,2.5133333333333328,0.9783333333333334,3.2466666666666666,0.7776360518303406,4.294444444444444,4.130833333333333,2.3666666666666667,6.675,1.3492637701417278,26.581666666666667,30.525,0.3333333333333333,0.125,0.7083333333333334,0.9583333333333334,1
2010-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.980625,2.578333333333333,0.7433333333333334,6.706666666666666,1.6862729972862673,0,0,0,0,0,4.6066666666666665,6.233333333333333,0.08333333333333333,0.041666666666666664,0.25,0.7083333333333334,0.3333333333333333
2010-07-22,4.007777777777777,3.985833333333333,2.0516666666666667,6.051666666666667,1.250360592111715,3.1756944444444444,2.8449999999999998,0.5116666666666667,6.343333333333334,1.798215561862458,2.1655555555555557,2.1875,0.9216666666666666,3.235,0.652816578145878,2.315486111111111,2.0375,0.7766666666666667,4.1049999999999995,0.965460576824645,0,0,0,0,0,96.18666666666667,162.625,1,0.8333333333333334,0.9583333333333334,0.9166666666666666,0.08333333333333333
2010-07-29,4.343541666666667,4.3,1.875,6.413333333333334,1.4613240399990781,3.9138194444444445,4.298333333333334,0.7083333333333334,6.3133333333333335,1.8316535439631376,3.997847222222222,4.476666666666667,1.415,6.581666666666666,1.5988695039370686,5.450347222222222,5.698333333333334,2.2683333333333335,7.708333333333333,1.7020163503337866,4.007777777777777,3.985833333333333,2.0516666666666667,6.051666666666667,1.250360592111715,104.245,188.095,1,0.75,1,1,1
2010-08-05,2.7490277777777776,2.546666666666667,1.2716666666666667,4.7716666666666665,0.9513765664422911,3.841736111111111,4.535833333333333,1.0766666666666667,5.58,1.4987658754979598,3.6714583333333333,3.433333333333333,1.62,6.083333333333333,1.100584639595267,0,0,0,0,0,4.343541666666667,4.3,1.875,6.413333333333334,1.4613240399990781,65.97666666666666,155.79833333333332,1,0.9166666666666666,1,0.3333333333333333,1
2010-08-12,0,0,0,0,0,2.327986111111111,2.2908333333333335,1.0250000000000001,3.5366666666666666,0.8186412064631761,1.823611111111111,1.6125,0.6866666666666666,3.911666666666666,0.8146036745177633,3.585,3.9916666666666663,0.9733333333333334,5.963333333333333,1.3800070888286737,2.7490277777777776,2.546666666666667,1.2716666666666667,4.7716666666666665,0.9513765664422911,0,44.678333333333335,0,0.75,0.7083333333333334,0.875,1
2010-08-19,2.6890277777777776,2.7183333333333337,1.1300000000000001,5.3116666666666665,1.1683155962873133,2.1424305555555554,1.9141666666666666,0.9266666666666667,4.551666666666667,0.9836198279733317,3.710347222222222,3.565833333333333,1.8833333333333333,5.971666666666667,1.2046426875342038,3.5535416666666664,3.6891666666666665,1.9516666666666667,5.319999999999999,0.9260590376339809,0,0,0,0,0,60.736666666666665,106.385,0.875,0.7916666666666666,1,0.875,0
2010-08-26,3.861666666666667,3.6125,2.1033333333333335,6.086666666666667,1.2158998973544135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6890277777777776,2.7183333333333337,1.1300000000000001,5.3116666666666665,1.1683155962873133,92.67999999999999,111.78,1,0.2916666666666667,0,0,0.875
2010-09-02,2.5600694444444443,2.7541666666666664,0.8916666666666667,4.906666666666667,1.348800189609096,1.9150694444444445,1.6275,0.7733333333333333,4.126666666666667,0.9693206295599507,2.716736111111111,2.5733333333333333,0.71,5.183333333333333,1.5410956231218993,3.4364583333333334,3.1441666666666666,1.5733333333333333,6.165,1.4533475694439701,3.861666666666667,3.6125,2.1033333333333335,6.086666666666667,1.2158998973544135,56.06166666666667,96.26666666666667,0.7916666666666666,0.75,0.7083333333333334,1,1
2010-09-09,3.7154166666666666,3.605833333333333,2.341666666666667,5.226666666666667,0.6082898038823653,4.6625,4.7716666666666665,1.1283333333333334,7.546666666666667,1.6317387957588496,3.062222222222222,3.285,1.2550000000000001,4.283333333333333,0.8972972927419299,3.2584027777777775,3.333333333333333,1.6700000000000002,5.151666666666666,1.2017032476659475,2.5600694444444443,2.7541666666666664,0.8916666666666667,4.906666666666667,1.348800189609096,89.17,198.08166666666668,1,0.9583333333333334,0.8333333333333334,1,0.7916666666666666
2010-09-16,3.047638888888889,3.0324999999999998,1.465,4.4399999999999995,0.852734860995022,3.9258333333333333,3.745833333333333,2.0883333333333334,6.398333333333333,1.1990419887648873,3.7235416666666667,3.8708333333333336,1.6733333333333333,5.503333333333334,1.2151353588046854,0,0,0,0,0,3.7154166666666666,3.605833333333333,2.341666666666667,5.226666666666667,0.6082898038823653,53.905,148.125,0.75,1,1,0.25,1
2010-09-23,2.3195833333333336,2,0.7383333333333333,5.388333333333334,1.0458940019356762,4.029861111111111,4.135,1.7783333333333333,6.3966666666666665,1.2896780780832737,3.3159722222222223,3.046666666666667,1.9133333333333333,5.585,1.1330465234559524,4.431111111111111,3.7891666666666666,1.305,7.725,2.371475909031663,3.047638888888889,3.0324999999999998,1.465,4.4399999999999995,0.852734860995022,34.95166666666667,131.66833333333332,0.5416666666666666,1,1,0.875,0.75
2010-09-30,0,0,0,0,0,3.2715277777777776,3.7116666666666664,0.8133333333333334,5.673333333333333,1.540164675042246,0,0,0,0,0,0,0,0,0,0,2.3195833333333336,2,0.7383333333333333,5.388333333333334,1.0458940019356762,28.77,101.36666666666666,0.20833333333333334,0.75,0.16666666666666666,0,0.5416666666666666
2010-10-07,5.431527777777777,5.648333333333333,3.506666666666667,7.448333333333333,1.3987911375676652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.35666666666665,134.62166666666667,1,0.08333333333333333,0,0,0.20833333333333334
2011-05-26,3.904861111111111,2.8833333333333333,1.45,7.716666666666667,2.224650432110305,0,0,0,0,0,3.370833333333333,3.5999999999999996,0.85,5.716666666666667,1.4354319823124364,0,0,0,0,0,0,0,0,0,0,77.68333333333334,99.31666666666666,0.6666666666666666,0.4583333333333333,0.875,0.08333333333333333,0
2011-06-02,6.697222222222222,7.333333333333333,2.9166666666666665,9.433333333333334,1.8453340209710818,4.59375,4.608333333333333,1.6833333333333333,7.466666666666667,1.486264101114223,0,0,0,0,0,3.175,3.1083333333333334,1.0166666666666666,5.1,1.29586857447769,3.904861111111111,2.8833333333333333,1.45,7.716666666666667,2.224650432110305,160.73333333333332,269.3,1,0.9583333333333334,0.20833333333333334,0.875,0.6666666666666666
2011-06-10,3.1069444444444443,3.3,0.7666666666666666,4.8,1.0516597954100002,3.5444444444444443,3.3666666666666667,1.4166666666666665,6.566666666666666,1.2289352316304847,2.5166666666666666,2.1833333333333336,0.6166666666666667,4.9,1.383538486620937,1.7819444444444446,1.8083333333333333,0.4666666666666667,3.1166666666666667,0.6956545013044803,5.454861111111111,5.891666666666667,1.0333333333333332,9.75,2.3400549106168627,65,150.06666666666666,0.7916666666666666,1,0.7083333333333334,0.7083333333333334,0.9583333333333334
2011-06-16,2.625,2.7416666666666667,1.0333333333333334,4.2,0.8255432993674134,3.204861111111111,2.8166666666666664,1.9666666666666668,5.4,1.11972304165633,0,0,0,0,0,0,0,0,0,0,3.5444444444444443,3.3666666666666667,1.4166666666666665,6.566666666666666,1.2289352316304847,61.96666666666667,128.21666666666667,0.9583333333333334,0.8333333333333334,0.4583333333333333,0.25,1
2011-06-23,0,0,0,0,0,0,0,0,0,0,1.7583333333333333,1.7666666666666666,0.85,2.783333333333333,0.5897678246195885,3.060416666666667,3.075,0.85,5.6,1.3785346531208682,2.625,2.7416666666666667,1.0333333333333334,4.2,0.8255432993674134,0,6.466666666666667,0,0.125,0.5833333333333334,0.875,0.9583333333333334
2011-06-30,3.7555555555555555,3.4416666666666664,1.7166666666666668,6.35,1.4762096216394653,4.3590277777777775,4.908333333333333,1.4833333333333334,6.766666666666667,1.8165701288448162,0,0,0,0,0,1.7673611111111112,1.575,1.0333333333333332,3.283333333333333,0.6930726789632395,0,0,0,0,0,90.13333333333333,189.48333333333332,1,0.875,0.4166666666666667,0.5833333333333334,0
2011-07-07,3.040277777777778,3.0166666666666666,1.0833333333333333,5.333333333333333,1.0922312033678152,3.36875,3.525,0.9,7.183333333333333,1.6618431105716898,1.9548611111111112,1.8583333333333334,0.95,3.3000000000000003,0.7683736379548857,2.2,2.125,0.7333333333333334,4.1,0.7820757713145796,3.7555555555555555,3.4416666666666664,1.7166666666666668,6.35,1.4762096216394653,67.15,147.1,0.8333333333333334,0.9583333333333334,0.7916666666666666,0.7916666666666666,1
2011-07-14,3.8465277777777778,3.7,0.9,7.45,1.7099522492885644,3.7534722222222223,3.7666666666666666,2.0833333333333335,5.133333333333333,0.8190807143292725,3.841666666666667,3.925,1.8333333333333333,5.683333333333334,0.9815077625381804,3.4590277777777776,3.225,1.9833333333333334,5.25,0.7665718146533527,3.040277777777778,3.0166666666666666,1.0833333333333333,5.333333333333333,1.0922312033678152,78.3,163.36666666666667,0.7916666666666666,0.9166666666666666,1,1,0.8333333333333334
2011-07-21,4.444444444444445,4.675,1.4166666666666667,7.116666666666666,1.6638430187317212,3.267361111111111,3.3583333333333334,0.7333333333333334,6.833333333333333,1.746027092541951,2.964583333333333,2.8583333333333334,0.95,5.766666666666667,1.498181768381631,3.553472222222222,3.7333333333333334,1.8333333333333335,5.916666666666667,1.0133168758992848,3.8465277777777778,3.7,0.9,7.45,1.7099522492885644,106.66666666666667,182.53333333333333,1,0.875,0.7916666666666666,1,0.7916666666666666
2011-07-28,1.91875,1.775,0.5333333333333333,3.5,0.7755987635556064,3.884722222222222,4.133333333333333,1.6333333333333333,6.566666666666666,1.2323430872537458,3.408333333333333,3.325,2.4333333333333336,5.516666666666667,0.6883607918164317,0,0,0,0,0,4.444444444444445,4.675,1.4166666666666667,7.116666666666666,1.6638430187317212,32.68333333333333,125.91666666666666,0.625,1,0.7916666666666666,0,1
2011-08-04,0,0,0,0,0,2.3097222222222222,2.1333333333333333,1.1666666666666667,3.4833333333333334,0.7516956141260213,3.44375,3.35,1.3166666666666667,5.116666666666667,1.1448879499210376,2.6222222222222222,2.591666666666667,1.0833333333333333,5.233333333333333,1.15403792947767,1.91875,1.775,0.5333333333333333,3.5,0.7755987635556064,1.8000000000000003,27.21666666666667,0.08333333333333333,0.5,1,0.875,0.625
2011-08-11,4.288194444444445,4.316666666666666,2.1666666666666665,6.45,1.1098208843458088,0,0,0,0,0,0,0,0,0,0,2.997916666666667,2.8833333333333333,1.4166666666666667,4.4,0.9468778150418128,0,0,0,0,0,102.91666666666666,105.16666666666666,1,0.041666666666666664,0.2916666666666667,0.9583333333333334,0.08333333333333333
2011-08-18,3.1527777777777777,3.783333333333333,0.7666666666666666,4.966666666666667,1.520199474155886,2.1840277777777777,1.7999999999999998,0.75,4.383333333333334,1.0465318749939831,2.6840277777777777,2.6833333333333336,1.4500000000000002,4.3,0.6852919820369434,0,0,0,0,0,4.288194444444445,4.316666666666666,2.1666666666666665,6.45,1.1098208843458088,70.43333333333334,118.3,0.7916666666666666,0.8333333333333334,1,0.041666666666666664,1
2011-08-25,4.7555555555555555,4.816666666666666,2.216666666666667,7.633333333333334,1.5136709278898133,4.252083333333333,4.491666666666666,1.0166666666666666,7.683333333333334,1.8756597068095247,3.234722222222222,3.4916666666666667,1,5.15,1.0574890123647347,4.325,4.258333333333333,2.566666666666667,7.383333333333334,1.0106796871173829,3.1527777777777777,3.783333333333333,0.7666666666666666,4.966666666666667,1.520199474155886,114.13333333333334,197.85,1,0.7916666666666666,1,1,0.7916666666666666
2011-09-01,0,0,0,0,0,1.9090277777777778,1.5166666666666666,0.85,4.316666666666666,0.9814705909674408,2.642361111111111,2.466666666666667,1.0333333333333334,4.783333333333333,0.9292350389696642,4.518055555555556,3.833333333333333,1.2833333333333332,9.45,2.479928687744125,4.7555555555555555,4.816666666666666,2.216666666666667,7.633333333333334,1.5136709278898133,1.2166666666666668,36.666666666666664,0.041666666666666664,0.6666666666666666,1,1,1
2011-09-08,2.015972222222222,1.8916666666666666,1.1833333333333333,3.7666666666666666,0.6327510512947835,0,0,0,0,0,2.8784722222222223,2.75,1.65,4.7,0.8378930207196457,3.134027777777778,3.1416666666666666,1.3833333333333333,5.166666666666667,0.9302028136686998,0,0,0,0,0,26.383333333333333,26.383333333333333,0.625,0,0.6666666666666666,0.875,0.041666666666666664
2011-09-15,3.435416666666667,3.2083333333333335,1.1333333333333333,5.95,1.4345151220066314,2.7444444444444445,2.8666666666666667,0.7833333333333333,4.733333333333333,1.1986573272139691,3.879166666666667,4.391666666666667,0.7833333333333333,7.116666666666667,2.0254375682788077,2.4180555555555556,2.2666666666666666,0.8500000000000001,4.783333333333333,1.2051511488047373,2.015972222222222,1.8916666666666666,1.1833333333333333,3.7666666666666666,0.6327510512947835,69.60000000000001,131.9,0.75,0.875,0.9166666666666666,0.9166666666666666,0.625
2011-09-22,0,0,0,0,0,2.1493055555555554,1.8916666666666666,0.48333333333333334,4.183333333333334,0.8751463530698539,3.175,3.2666666666666666,1.35,4.583333333333333,0.9968186108792156,0,0,0,0,0,3.435416666666667,3.2083333333333335,1.1333333333333333,5.95,1.4345151220066314,2.7,40.88333333333333,0.08333333333333333,0.6666666666666666,0.9583333333333334,0.4166666666666667,0.75
2011-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9902777777777778,1.6166666666666667,0.6,4.233333333333333,0.9810759728034513,0,0,0,0,0,25.883333333333333,25.883333333333333,0.25,0,0.25,0.75,0.08333333333333333
2011-10-06,4.879861111111111,4.875,1.9166666666666667,8.016666666666667,1.7076623225598495,5.846527777777778,5.266666666666667,2.5166666666666666,9.8,2.2063477765919273,3.3027777777777776,2.9,1.7166666666666668,6.983333333333333,1.503664337950406,0,0,0,0,0,0,0,0,0,0,113.7,254.01666666666668,0.9583333333333334,1,0.8333333333333334,0.25,0.25
2012-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.029861111111111,4.158333333333333,1.2833333333333334,6.216666666666667,1.4554825483221052,1.75,13.883333333333333,0.041666666666666664,0.3333333333333333,0,0,0.9166666666666666
2012-05-31,3.9027777777777777,4.116666666666666,2.1333333333333333,5.85,1.1088866622110798,3.0131944444444443,3.0833333333333335,1.2666666666666666,4.483333333333333,0.8263179951728861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.85,163.16666666666666,0.9583333333333334,1,0.041666666666666664,0.041666666666666664,0.041666666666666664
2012-06-07,2.436111111111111,2.183333333333333,0.9,5.266666666666667,1.1581747536811584,0,0,0,0,0,2.104861111111111,2.1166666666666667,0.48333333333333334,3.933333333333333,0.876318594683511,0,0,0,0,0,3.9027777777777777,4.116666666666666,2.1333333333333333,5.85,1.1088866622110798,42.21666666666667,62.61666666666667,0.75,0.4166666666666667,0.625,0,0.9583333333333334
2012-06-14,1.9229166666666666,1.7416666666666667,0.5666666666666667,3.916666666666667,0.8940059724319304,3.2305555555555556,3.2416666666666663,1.1,6.6,1.6009030261683082,3.7243055555555555,3.7083333333333335,1.3,6.85,1.1471660014765255,0,0,0,0,0,2.436111111111111,2.183333333333333,0.9,5.266666666666667,1.1581747536811584,39.53333333333333,94.86666666666666,0.7916666666666666,0.6666666666666666,0.875,0.4166666666666667,0.75
2012-06-21,2.609027777777778,2.8666666666666667,0.7833333333333333,4.733333333333333,0.9932499134151459,3.707638888888889,4.191666666666666,0.9666666666666667,6.05,1.4288350307465754,2.303472222222222,2.3083333333333336,1.0166666666666666,3.25,0.5647875742487302,0,0,0,0,0,1.9229166666666666,1.7416666666666667,0.5666666666666667,3.916666666666667,0.8940059724319304,62.61666666666667,151.6,1,1,0.625,0,0.7916666666666666
2012-06-28,3.28125,3.5666666666666664,0.9833333333333334,6.366666666666667,1.3554088505590898,5.383333333333333,5.4,3.333333333333333,7.033333333333333,0.8302988228738497,4.704166666666667,5.241666666666667,2.066666666666667,6.716666666666667,1.5341070039332028,2.3565277777777776,2.2583333333333333,1.24,4.3,0.7881357439462242,2.609027777777778,2.8666666666666667,0.7833333333333333,4.733333333333333,0.9932499134151459,73.95,203.15,0.8333333333333334,1,1,0.5416666666666666,1
